Student_ID,Python_Level,SQL_Level,Java_Level,Preferred_Internship,Internship_Mode,Availability_Hours_Per_Week,Recommended_Internship_1,Recommended_Internship_2,Recommended_Internship_3,Improvement_1,Improvement_2,Improvement_3
1809,Beginner,Intermediate,Beginner,Cloud Computing Intern,Onsite,23,Cloud Computing Intern,Web Development Intern,Web Development Intern,Learn version control using Git,Work on real-world mini projects,Explore basic machine learning concepts
1810,Advanced,Beginner,Beginner,Cloud Computing Intern,Onsite,20,Cloud Computing Intern,Web Development Intern,Cybersecurity Intern,Work on real-world mini projects,Strengthen problem-solving skills,Improve Python fundamentals
1811,Beginner,Beginner,Beginner,Data Analytics Intern,Onsite,26,Data Analytics Intern,AI/ML Intern,Data Analytics Intern,Practice SQL queries,Work on real-world mini projects,Improve Python fundamentals
1812,Intermediate,Beginner,Beginner,Cloud Computing Intern,Remote,6,Cloud Computing Intern,Digital Marketing Intern,AI/ML Intern,Improve time management,Improve Python fundamentals,Learn basic data structures
1813,Intermediate,Intermediate,Beginner,Data Analytics Intern,Hybrid,14,Data Analytics Intern,Digital Marketing Intern,Cloud Computing Intern,Improve time management,Explore basic machine learning concepts,Work on real-world mini projects
1814,Intermediate,Beginner,Beginner,Cybersecurity Intern,Hybrid,13,Cybersecurity Intern,Cybersecurity Intern,Cloud Computing Intern,Strengthen problem-solving skills,Explore basic machine learning concepts,Work on real-world mini projects
1815,Beginner,Advanced,Intermediate,Web Development Intern,Onsite,15,Web Development Intern,Data Analytics Intern,Cloud Computing Intern,Strengthen problem-solving skills,Enhance logical thinking,Explore basic machine learning concepts
1816,Intermediate,Intermediate,Advanced,Software Testing Intern,Onsite,18,Software Testing Intern,AI/ML Intern,AI/ML Intern,Learn basic data structures,Improve communication skills,Practice SQL queries
1817,Intermediate,Beginner,Advanced,AI/ML Intern,Remote,7,AI/ML Intern,Web Development Intern,Cybersecurity Intern,Improve Python fundamentals,Work on real-world mini projects,Strengthen problem-solving skills
1818,Beginner,Beginner,Advanced,Web Development Intern,Onsite,29,Web Development Intern,Software Testing Intern,Cybersecurity Intern,Practice SQL queries,Improve time management,Learn basic data structures
1819,Intermediate,Intermediate,Beginner,Software Testing Intern,Hybrid,26,Software Testing Intern,Cybersecurity Intern,Software Testing Intern,Explore basic machine learning concepts,Improve communication skills,Learn basic data structures
1820,Beginner,Intermediate,Beginner,Cybersecurity Intern,Remote,16,Cybersecurity Intern,Digital Marketing Intern,Digital Marketing Intern,Work on real-world mini projects,Improve Python fundamentals,Explore basic machine learning concepts
1821,Intermediate,Intermediate,Beginner,Digital Marketing Intern,Onsite,19,Digital Marketing Intern,AI/ML Intern,Digital Marketing Intern,Learn version control using Git,Practice SQL queries,Enhance logical thinking
1822,Intermediate,Advanced,Advanced,Cybersecurity Intern,Hybrid,15,Cybersecurity Intern,Digital Marketing Intern,Digital Marketing Intern,Improve time management,Strengthen problem-solving skills,Improve Python fundamentals
1823,Beginner,Intermediate,Intermediate,Web Development Intern,Onsite,15,Web Development Intern,AI/ML Intern,Cloud Computing Intern,Strengthen problem-solving skills,Improve Python fundamentals,Improve time management
1824,Advanced,Intermediate,Intermediate,AI/ML Intern,Hybrid,10,AI/ML Intern,Software Testing Intern,Data Analytics Intern,Learn version control using Git,Improve Python fundamentals,Explore basic machine learning concepts
1825,Advanced,Intermediate,Advanced,Data Analytics Intern,Onsite,5,Data Analytics Intern,AI/ML Intern,AI/ML Intern,Work on real-world mini projects,Enhance logical thinking,Learn basic data structures
1826,Intermediate,Advanced,Advanced,Digital Marketing Intern,Hybrid,28,Digital Marketing Intern,Cloud Computing Intern,Cloud Computing Intern,Explore basic machine learning concepts,Improve communication skills,Learn version control using Git
1827,Advanced,Advanced,Beginner,Cybersecurity Intern,Hybrid,30,Cybersecurity Intern,Cloud Computing Intern,Digital Marketing Intern,Improve Python fundamentals,Enhance logical thinking,Improve communication skills
1828,Intermediate,Beginner,Intermediate,Data Analytics Intern,Remote,18,Data Analytics Intern,Digital Marketing Intern,Cybersecurity Intern,Improve time management,Work on real-world mini projects,Enhance logical thinking
1829,Intermediate,Advanced,Advanced,AI/ML Intern,Onsite,23,AI/ML Intern,Data Analytics Intern,Software Testing Intern,Learn basic data structures,Enhance logical thinking,Improve communication skills
1830,Beginner,Beginner,Advanced,Cloud Computing Intern,Onsite,17,Cloud Computing Intern,Web Development Intern,AI/ML Intern,Improve communication skills,Improve Python fundamentals,Learn basic data structures
1831,Intermediate,Beginner,Intermediate,Web Development Intern,Onsite,6,Web Development Intern,Web Development Intern,Cloud Computing Intern,Work on real-world mini projects,Improve communication skills,Learn version control using Git
1832,Advanced,Advanced,Intermediate,Digital Marketing Intern,Hybrid,26,Digital Marketing Intern,Cloud Computing Intern,Software Testing Intern,Improve Python fundamentals,Enhance logical thinking,Learn basic data structures
1833,Advanced,Intermediate,Beginner,Digital Marketing Intern,Remote,17,Digital Marketing Intern,Cloud Computing Intern,Software Testing Intern,Explore basic machine learning concepts,Practice SQL queries,Strengthen problem-solving skills
1834,Beginner,Beginner,Advanced,Cybersecurity Intern,Remote,15,Cybersecurity Intern,Web Development Intern,AI/ML Intern,Learn basic data structures,Enhance logical thinking,Improve Python fundamentals
1835,Advanced,Advanced,Intermediate,AI/ML Intern,Hybrid,14,AI/ML Intern,Cybersecurity Intern,AI/ML Intern,Improve communication skills,Learn version control using Git,Strengthen problem-solving skills
1836,Advanced,Beginner,Intermediate,Web Development Intern,Onsite,14,Web Development Intern,Web Development Intern,AI/ML Intern,Explore basic machine learning concepts,Improve time management,Work on real-world mini projects
1837,Beginner,Beginner,Beginner,Web Development Intern,Onsite,10,Web Development Intern,Web Development Intern,Cloud Computing Intern,Work on real-world mini projects,Enhance logical thinking,Practice SQL queries
1838,Advanced,Intermediate,Advanced,Web Development Intern,Onsite,26,Web Development Intern,Data Analytics Intern,Digital Marketing Intern,Improve time management,Improve communication skills,Work on real-world mini projects
1839,Beginner,Intermediate,Beginner,Cybersecurity Intern,Remote,22,Cybersecurity Intern,Web Development Intern,AI/ML Intern,Improve communication skills,Improve Python fundamentals,Work on real-world mini projects
1840,Beginner,Intermediate,Beginner,Cloud Computing Intern,Hybrid,22,Cloud Computing Intern,Web Development Intern,Data Analytics Intern,Learn basic data structures,Enhance logical thinking,Practice SQL queries
1841,Intermediate,Intermediate,Beginner,Digital Marketing Intern,Hybrid,29,Digital Marketing Intern,AI/ML Intern,Cloud Computing Intern,Learn version control using Git,Learn basic data structures,Strengthen problem-solving skills
1842,Advanced,Intermediate,Advanced,Software Testing Intern,Hybrid,7,Software Testing Intern,Cybersecurity Intern,Data Analytics Intern,Learn basic data structures,Enhance logical thinking,Explore basic machine learning concepts
1843,Advanced,Intermediate,Beginner,Web Development Intern,Remote,19,Web Development Intern,Web Development Intern,Software Testing Intern,Learn basic data structures,Improve Python fundamentals,Practice SQL queries
1844,Intermediate,Advanced,Intermediate,Cybersecurity Intern,Hybrid,5,Cybersecurity Intern,AI/ML Intern,Digital Marketing Intern,Practice SQL queries,Enhance logical thinking,Work on real-world mini projects
1845,Beginner,Advanced,Advanced,Cloud Computing Intern,Remote,23,Cloud Computing Intern,Cloud Computing Intern,Cloud Computing Intern,Strengthen problem-solving skills,Enhance logical thinking,Explore basic machine learning concepts
1846,Advanced,Intermediate,Beginner,Cloud Computing Intern,Remote,30,Cloud Computing Intern,Cloud Computing Intern,Digital Marketing Intern,Practice SQL queries,Learn basic data structures,Improve communication skills
1847,Intermediate,Intermediate,Beginner,Digital Marketing Intern,Remote,6,Digital Marketing Intern,Digital Marketing Intern,Cybersecurity Intern,Improve communication skills,Strengthen problem-solving skills,Improve time management
1848,Beginner,Intermediate,Intermediate,Digital Marketing Intern,Onsite,7,Digital Marketing Intern,Cybersecurity Intern,Data Analytics Intern,Explore basic machine learning concepts,Practice SQL queries,Work on real-world mini projects
1849,Advanced,Intermediate,Intermediate,Web Development Intern,Remote,14,Web Development Intern,Digital Marketing Intern,AI/ML Intern,Practice SQL queries,Strengthen problem-solving skills,Work on real-world mini projects
1850,Advanced,Advanced,Advanced,Digital Marketing Intern,Remote,16,Digital Marketing Intern,Digital Marketing Intern,Data Analytics Intern,Work on real-world mini projects,Improve time management,Improve communication skills
1851,Intermediate,Beginner,Beginner,Cloud Computing Intern,Remote,23,Cloud Computing Intern,Data Analytics Intern,Data Analytics Intern,Work on real-world mini projects,Learn basic data structures,Improve Python fundamentals
1852,Advanced,Advanced,Beginner,Digital Marketing Intern,Hybrid,22,Digital Marketing Intern,Cloud Computing Intern,Software Testing Intern,Improve time management,Explore basic machine learning concepts,Improve communication skills
1853,Intermediate,Beginner,Intermediate,Digital Marketing Intern,Remote,14,Digital Marketing Intern,Data Analytics Intern,Software Testing Intern,Learn version control using Git,Work on real-world mini projects,Practice SQL queries
1854,Beginner,Beginner,Beginner,Web Development Intern,Hybrid,5,Web Development Intern,Cybersecurity Intern,Digital Marketing Intern,Work on real-world mini projects,Enhance logical thinking,Improve Python fundamentals
1855,Intermediate,Intermediate,Advanced,Web Development Intern,Onsite,10,Web Development Intern,Web Development Intern,Data Analytics Intern,Improve time management,Explore basic machine learning concepts,Learn basic data structures
1856,Beginner,Beginner,Advanced,Cloud Computing Intern,Hybrid,8,Cloud Computing Intern,Software Testing Intern,Software Testing Intern,Improve Python fundamentals,Enhance logical thinking,Learn basic data structures
1857,Beginner,Beginner,Advanced,Digital Marketing Intern,Hybrid,21,Digital Marketing Intern,Software Testing Intern,Cloud Computing Intern,Learn basic data structures,Learn version control using Git,Improve Python fundamentals
1858,Intermediate,Advanced,Advanced,Digital Marketing Intern,Remote,20,Digital Marketing Intern,Cybersecurity Intern,AI/ML Intern,Explore basic machine learning concepts,Learn basic data structures,Improve Python fundamentals
1859,Advanced,Advanced,Intermediate,AI/ML Intern,Hybrid,14,AI/ML Intern,Cloud Computing Intern,Cybersecurity Intern,Practice SQL queries,Strengthen problem-solving skills,Learn version control using Git
1860,Advanced,Intermediate,Intermediate,AI/ML Intern,Hybrid,8,AI/ML Intern,Web Development Intern,Web Development Intern,Learn version control using Git,Improve communication skills,Enhance logical thinking
1861,Intermediate,Advanced,Beginner,Software Testing Intern,Onsite,27,Software Testing Intern,Software Testing Intern,AI/ML Intern,Strengthen problem-solving skills,Improve time management,Work on real-world mini projects
1862,Beginner,Advanced,Beginner,AI/ML Intern,Remote,28,AI/ML Intern,AI/ML Intern,AI/ML Intern,Improve Python fundamentals,Work on real-world mini projects,Learn version control using Git
1863,Intermediate,Beginner,Advanced,Web Development Intern,Hybrid,11,Web Development Intern,Web Development Intern,Data Analytics Intern,Work on real-world mini projects,Improve Python fundamentals,Learn version control using Git
1864,Beginner,Intermediate,Beginner,AI/ML Intern,Hybrid,25,AI/ML Intern,Cybersecurity Intern,Cybersecurity Intern,Work on real-world mini projects,Practice SQL queries,Explore basic machine learning concepts
1865,Advanced,Advanced,Advanced,Data Analytics Intern,Onsite,26,Data Analytics Intern,Cybersecurity Intern,Data Analytics Intern,Learn basic data structures,Strengthen problem-solving skills,Improve time management
1866,Beginner,Advanced,Advanced,AI/ML Intern,Onsite,20,AI/ML Intern,Data Analytics Intern,Web Development Intern,Improve communication skills,Learn version control using Git,Improve Python fundamentals
